Player Name - Slate Type,Contest IDs,Player ID,Draftable ID,Player Name,First Name,Last Name,Salary,Position,Team,Game,Game Start Time,Player Image,Tournament,Slate Type,Game Type,Date,Role,Contest Names,Contest IDs (Full),Slate Header
Wayshawn Parker - Showdown Captain Mode (Captain),195476951;195476952;195476948;195477720;195476956;195477723;195477719;195476955;195477727;195477721;195477726;195476949;195476950;195476953;195476954;195567364;195477928;195477927;195477926;195477925,1506517,44095498,Wayshawn Parker,Wayshawn,Parker,13200,CPT,UTAH, @ ,09/12/2026 10:15 PM,https://dkn.gs/sports/images/cfb/teams/50/8341.png,ARK @ UTAH,Showdown Captain Mode,CFB,9/12,9/12 10:15PM ( @ ),"CFB Showdown $6K Air Raid [$2K to 1st] (ARK @ UTAH);CFB Showdown $750 First Down (ARK @ UTAH);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (ARK @ UTAH);CFB Showdown $530 Winner Take All [Must Fill] (ARK @ UTAH);CFB Showdown $400 Coffin Corner [Single Entry] (ARK @ UTAH);CFB Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (ARK @ UTAH);CFB Showdown $267 Winner Take All [Must Fill] (ARK @ UTAH);CFB Showdown $155 White-Out [Single Entry] (ARK @ UTAH);CFB Showdown Satellite to NHL 11-3 $555 Barn Burner [Must Fill] (ARK @ UTAH);CFB Showdown $100 Winner Take All [$460 to 1st] (Must Fill) (ARK @ UTAH)",195476951;195476952;195476948;195477720;195476956;195477723;195477719;195476955;195477727;195477721;195477726;195476949;195476950;195476953;195476954;195567364;195477928;195477927;195477926;195477925,9/12 10:15PM ( @ )
Pofele Ashlock - Showdown Captain Mode (Captain),195476961;195476957;195477828;195476965;195477831;195477827;195476958;195477835;195477829;195476959;195477834;195476960;195476962;195476963;195476964;195477944;195477943;195477942;195477941;195477940,1400528,44095647,Pofele Ashlock,Pofele,Ashlock,12900,CPT,HAW, @ ,09/13/2026 12:00 AM,https://dkn.gs/sports/images/cfb/teams/50/8316.png,NMST @ HAW,Showdown Captain Mode,CFB,9/13,9/13 12:00AM ( @ ),"CFB Showdown $4K Air Raid [$1K to 1st] (NMST @ HAW);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (NMST @ HAW);CFB Showdown $530 Winner Take All [Must Fill] (NMST @ HAW);CFB Showdown $200 Redshirt [Single Entry] (NMST @ HAW);CFB Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (NMST @ HAW);CFB Showdown $267 Winner Take All [Must Fill] (NMST @ HAW);CFB Showdown $155 White-Out [Single Entry] (NMST @ HAW);CFB Showdown Satellite to NHL 11-3 $555 Barn Burner [Must Fill] (NMST @ HAW);CFB Showdown $100 Winner Take All [$460 to 1st] (Must Fill) (NMST @ HAW);CFB Showdown $310 Blitz [Single Entry] (NMST @ HAW)",195476961;195476957;195477828;195476965;195477831;195477827;195476958;195477835;195477829;195476959;195477834;195476960;195476962;195476963;195476964;195477944;195477943;195477942;195477941;195477940,9/13 12:00AM ( @ )
Karle Lacey Jr. - Showdown Captain Mode (Captain),195476941;195476938;195476947;195476943;195476942;195476946;195573420;195476939;195476940;195476944;195477619;195477618;195477612;195477615;195557837;195477613;195476945;195478126;195478125;195478124,1582500,44095797,Karle Lacey Jr.,Karle,Lacey Jr.,12600,CPT,TEX, @ ,09/12/2026 07:30 PM,https://dkn.gs/sports/images/cfb/teams/50/8240.png,OSU @ TEX,Showdown Captain Mode,CFB,9/12,9/12 7:30PM ( @ ),"CFB Showdown $30K Fumblerooski [$10K to 1st] (OSU @ TEX);CFB Showdown $5.2K Spread Option [$2K to 1st, 2 Entry Max] (OSU @ TEX);CFB Showdown $2K Coffin Corner [Single Entry] (OSU @ TEX);CFB Showdown $2.5K First Down (OSU @ TEX);CFB Showdown $1K Snap (OSU @ TEX);CFB Showdown $500 White-Out [Single Entry] (OSU @ TEX);CFB Showdown $300 White-Out [Single Entry] (OSU @ TEX);CFB Showdown $1K Blitz [2 Entry Max] (OSU @ TEX);CFB Showdown $1K Tailgate [2 Entry Max] (OSU @ TEX);CFB Showdown $500 Quarter Jukebox [Just $0.25!] (OSU @ TEX)",195476941;195476938;195476947;195476943;195476942;195476946;195573420;195476939;195476940;195476944;195477619;195477618;195477612;195477615;195557837;195477613;195476945;195478126;195478125;195478124,9/12 7:30PM ( @ )
DeVon Rice - Showdown Captain Mode (Captain),195476961;195476957;195477828;195476965;195477831;195477827;195476958;195477835;195477829;195476959;195477834;195476960;195476962;195476963;195476964;195477944;195477943;195477942;195477941;195477940,1507082,44095648,DeVon Rice,DeVon,Rice,12600,CPT,HAW, @ ,09/13/2026 12:00 AM,https://dkn.gs/sports/images/cfb/teams/50/8316.png,NMST @ HAW,Showdown Captain Mode,CFB,9/13,9/13 12:00AM ( @ ),"CFB Showdown $4K Air Raid [$1K to 1st] (NMST @ HAW);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (NMST @ HAW);CFB Showdown $530 Winner Take All [Must Fill] (NMST @ HAW);CFB Showdown $200 Redshirt [Single Entry] (NMST @ HAW);CFB Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (NMST @ HAW);CFB Showdown $267 Winner Take All [Must Fill] (NMST @ HAW);CFB Showdown $155 White-Out [Single Entry] (NMST @ HAW);CFB Showdown Satellite to NHL 11-3 $555 Barn Burner [Must Fill] (NMST @ HAW);CFB Showdown $100 Winner Take All [$460 to 1st] (Must Fill) (NMST @ HAW);CFB Showdown $310 Blitz [Single Entry] (NMST @ HAW)",195476961;195476957;195477828;195476965;195477831;195477827;195476958;195477835;195477829;195476959;195477834;195476960;195476962;195476963;195476964;195477944;195477943;195477942;195477941;195477940,9/13 12:00AM ( @ )
Hollywood Smothers - Showdown Captain Mode (Captain),195476941;195476938;195476947;195476943;195476942;195476946;195573420;195476939;195476940;195476944;195477619;195477618;195477612;195477615;195557837;195477613;195476945;195478126;195478125;195478124,1443308,44095798,Hollywood Smothers,Hollywood,Smothers,12300,CPT,TEX, @ ,09/12/2026 07:30 PM,https://dkn.gs/sports/images/cfb/teams/50/8240.png,OSU @ TEX,Showdown Captain Mode,CFB,9/12,9/12 7:30PM ( @ ),"CFB Showdown $30K Fumblerooski [$10K to 1st] (OSU @ TEX);CFB Showdown $5.2K Spread Option [$2K to 1st, 2 Entry Max] (OSU @ TEX);CFB Showdown $2K Coffin Corner [Single Entry] (OSU @ TEX);CFB Showdown $2.5K First Down (OSU @ TEX);CFB Showdown $1K Snap (OSU @ TEX);CFB Showdown $500 White-Out [Single Entry] (OSU @ TEX);CFB Showdown $300 White-Out [Single Entry] (OSU @ TEX);CFB Showdown $1K Blitz [2 Entry Max] (OSU @ TEX);CFB Showdown $1K Tailgate [2 Entry Max] (OSU @ TEX);CFB Showdown $500 Quarter Jukebox [Just $0.25!] (OSU @ TEX)",195476941;195476938;195476947;195476943;195476942;195476946;195573420;195476939;195476940;195476944;195477619;195477618;195477612;195477615;195557837;195477613;195476945;195478126;195478125;195478124,9/12 7:30PM ( @ )
Tavien St. Clair - Showdown Captain Mode (Captain),195476941;195476938;195476947;195476943;195476942;195476946;195573420;195476939;195476940;195476944;195477619;195477618;195477612;195477615;195557837;195477613;195476945;195478126;195478125;195478124,1583919,44095799,Tavien St. Clair,Tavien,St. Clair,12000,CPT,OSU, @ ,09/12/2026 07:30 PM,https://dkn.gs/sports/images/cfb/teams/50/7874.png,OSU @ TEX,Showdown Captain Mode,CFB,9/12,9/12 7:30PM ( @ ),"CFB Showdown $30K Fumblerooski [$10K to 1st] (OSU @ TEX);CFB Showdown $5.2K Spread Option [$2K to 1st, 2 Entry Max] (OSU @ TEX);CFB Showdown $2K Coffin Corner [Single Entry] (OSU @ TEX);CFB Showdown $2.5K First Down (OSU @ TEX);CFB Showdown $1K Snap (OSU @ TEX);CFB Showdown $500 White-Out [Single Entry] (OSU @ TEX);CFB Showdown $300 White-Out [Single Entry] (OSU @ TEX);CFB Showdown $1K Blitz [2 Entry Max] (OSU @ TEX);CFB Showdown $1K Tailgate [2 Entry Max] (OSU @ TEX);CFB Showdown $500 Quarter Jukebox [Just $0.25!] (OSU @ TEX)",195476941;195476938;195476947;195476943;195476942;195476946;195573420;195476939;195476940;195476944;195477619;195477618;195477612;195477615;195557837;195477613;195476945;195478126;195478125;195478124,9/12 7:30PM ( @ )
Steve Chavez-Soto - Showdown Captain Mode (Captain),195476951;195476952;195476948;195477720;195476956;195477723;195477719;195476955;195477727;195477721;195477726;195476949;195476950;195476953;195476954;195567364;195477928;195477927;195477926;195477925,1586258,44095499,Steve Chavez-Soto,Steve,Chavez-Soto,12000,CPT,UTAH, @ ,09/12/2026 10:15 PM,https://dkn.gs/sports/images/cfb/teams/50/8341.png,ARK @ UTAH,Showdown Captain Mode,CFB,9/12,9/12 10:15PM ( @ ),"CFB Showdown $6K Air Raid [$2K to 1st] (ARK @ UTAH);CFB Showdown $750 First Down (ARK @ UTAH);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (ARK @ UTAH);CFB Showdown $530 Winner Take All [Must Fill] (ARK @ UTAH);CFB Showdown $400 Coffin Corner [Single Entry] (ARK @ UTAH);CFB Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (ARK @ UTAH);CFB Showdown $267 Winner Take All [Must Fill] (ARK @ UTAH);CFB Showdown $155 White-Out [Single Entry] (ARK @ UTAH);CFB Showdown Satellite to NHL 11-3 $555 Barn Burner [Must Fill] (ARK @ UTAH);CFB Showdown $100 Winner Take All [$460 to 1st] (Must Fill) (ARK @ UTAH)",195476951;195476952;195476948;195477720;195476956;195477723;195477719;195476955;195477727;195477721;195477726;195476949;195476950;195476953;195476954;195567364;195477928;195477927;195477926;195477925,9/12 10:15PM ( @ )
Devon Dampier - Showdown Captain Mode (Flex),195476951;195476952;195476948;195477720;195476956;195477723;195477719;195476955;195477727;195477721;195477726;195476949;195476950;195476953;195476954;195567364;195477928;195477927;195477926;195477925,1442304,44095419,Devon Dampier,Devon,Dampier,11800,QB,UTAH, @ ,09/12/2026 10:15 PM,https://dkn.gs/sports/images/cfb/teams/50/8341.png,ARK @ UTAH,Showdown Captain Mode,CFB,9/12,9/12 10:15PM ( @ ),"CFB Showdown $6K Air Raid [$2K to 1st] (ARK @ UTAH);CFB Showdown $750 First Down (ARK @ UTAH);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (ARK @ UTAH);CFB Showdown $530 Winner Take All [Must Fill] (ARK @ UTAH);CFB Showdown $400 Coffin Corner [Single Entry] (ARK @ UTAH);CFB Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (ARK @ UTAH);CFB Showdown $267 Winner Take All [Must Fill] (ARK @ UTAH);CFB Showdown $155 White-Out [Single Entry] (ARK @ UTAH);CFB Showdown Satellite to NHL 11-3 $555 Barn Burner [Must Fill] (ARK @ UTAH);CFB Showdown $100 Winner Take All [$460 to 1st] (Must Fill) (ARK @ UTAH)",195476951;195476952;195476948;195477720;195476956;195477723;195477719;195476955;195477727;195477721;195477726;195476949;195476950;195476953;195476954;195567364;195477928;195477927;195477926;195477925,9/12 10:15PM ( @ )
AJ Hill - Showdown Captain Mode (Captain),195476951;195476952;195476948;195477720;195476956;195477723;195477719;195476955;195477727;195477721;195477726;195476949;195476950;195476953;195476954;195567364;195477928;195477927;195477926;195477925,1584025,44095500,AJ Hill,AJ,Hill,11700,CPT,ARK, @ ,09/12/2026 10:15 PM,https://dkn.gs/sports/images/cfb/teams/50/8175.png,ARK @ UTAH,Showdown Captain Mode,CFB,9/12,9/12 10:15PM ( @ ),"CFB Showdown $6K Air Raid [$2K to 1st] (ARK @ UTAH);CFB Showdown $750 First Down (ARK @ UTAH);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (ARK @ UTAH);CFB Showdown $530 Winner Take All [Must Fill] (ARK @ UTAH);CFB Showdown $400 Coffin Corner [Single Entry] (ARK @ UTAH);CFB Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (ARK @ UTAH);CFB Showdown $267 Winner Take All [Must Fill] (ARK @ UTAH);CFB Showdown $155 White-Out [Single Entry] (ARK @ UTAH);CFB Showdown Satellite to NHL 11-3 $555 Barn Burner [Must Fill] (ARK @ UTAH);CFB Showdown $100 Winner Take All [$460 to 1st] (Must Fill) (ARK @ UTAH)",195476951;195476952;195476948;195477720;195476956;195477723;195477719;195476955;195477727;195477721;195477726;195476949;195476950;195476953;195476954;195567364;195477928;195477927;195477926;195477925,9/12 10:15PM ( @ )
James Jones - Showdown Captain Mode (Captain),195476961;195476957;195477828;195476965;195477831;195477827;195476958;195477835;195477829;195476959;195477834;195476960;195476962;195476963;195476964;195477944;195477943;195477942;195477941;195477940,1516229,44095649,James Jones,James,Jones,11700,CPT,NMST, @ ,09/13/2026 12:00 AM,https://dkn.gs/sports/images/cfb/teams/50/7946.png,NMST @ HAW,Showdown Captain Mode,CFB,9/13,9/13 12:00AM ( @ ),"CFB Showdown $4K Air Raid [$1K to 1st] (NMST @ HAW);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (NMST @ HAW);CFB Showdown $530 Winner Take All [Must Fill] (NMST @ HAW);CFB Showdown $200 Redshirt [Single Entry] (NMST @ HAW);CFB Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (NMST @ HAW);CFB Showdown $267 Winner Take All [Must Fill] (NMST @ HAW);CFB Showdown $155 White-Out [Single Entry] (NMST @ HAW);CFB Showdown Satellite to NHL 11-3 $555 Barn Burner [Must Fill] (NMST @ HAW);CFB Showdown $100 Winner Take All [$460 to 1st] (Must Fill) (NMST @ HAW);CFB Showdown $310 Blitz [Single Entry] (NMST @ HAW)",195476961;195476957;195477828;195476965;195477831;195477827;195476958;195477835;195477829;195476959;195477834;195476960;195476962;195476963;195476964;195477944;195477943;195477942;195477941;195477940,9/13 12:00AM ( @ )
